 ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, Operating Gross Margin, Realized Sales Gross Margin, Operating Profit Rate, Pre-tax net Interest Rate, After-tax net Interest Rate, Non-industry income and expenditure/revenue, Continuous interest rate (after tax), Operating Expense Rate, Research and development expense rate, Cash flow rate, Interest-bearing debt interest rate, Tax rate (A), Net Value Per Share (B), Net Value Per Share (A), Net Value Per Share (C), Persistent EPS in the Last Four Seasons, Cash Flow Per Share, Revenue Per Share (Yuan ¥), Operating Profit Per Share (Yuan ¥), Per Share Net profit before tax (Yuan ¥), Realized Sales Gross Profit Growth Rate, Operating Profit Growth Rate, After-tax Net Profit Growth Rate, Regular Net Profit Growth Rate, Continuous Net Profit Growth Rate, Total Asset Growth Rate, Net Value Growth Rate, Total Asset Return Growth Rate Ratio, Cash Reinvestment %, Current Ratio, Quick Ratio, Interest Expense Ratio, Total debt/Total net worth, Debt ratio %, Net worth/Assets, Long-term fund suitability ratio (A), Borrowing dependency, Contingent liabilities/Net worth, Operating profit/Paid-in capital, Net profit before tax/Paid-in capital, Inventory and accounts receivable/Net value, Total Asset Turnover, Accounts Receivable Turnover, Average Collection Days, Inventory Turnover Rate (times), Fixed Assets Turnover Frequency, Net Worth Turnover Rate (times), Revenue per person, Operating profit per person, Allocation rate per person, Working Capital to Total Assets, Quick Assets/Total Assets, Current Assets/Total Assets, Cash/Total Assets, Quick Assets/Current Liability, Cash/Current Liability, Current Liability to Assets, Operating Funds to Liability, Inventory/Working Capital, Inventory/Current Liability, Current Liabilities/Liability, Working Capital/Equity, Current Liabilities/Equity, Long-term Liability to Current Assets, Retained Earnings to Total Assets, Total income/Total expense, Total expense/Assets, Current Asset Turnover Rate, Quick Asset Turnover Rate, Working capitcal Turnover Rate, Cash Turnover Rate, Cash Flow to Sales, Fixed Assets to Assets, Current Liability to Liability, Current Liability to Equity, Equity to Long-term Liability, Cash Flow to Total Assets, Cash Flow to Liability, CFO to Assets, Cash Flow to Equity, Current Liability to Current Assets, Liability-Assets Flag, Net Income to Total Assets, Total assets to GNP price, No-credit Interval, Gross Profit to Sales, Net Income to Stockholder's Equity, Liability to Equity, Degree of Financial Leverage (DFL), Interest Coverage Ratio (Interest expense to EBIT), Net Income Flag, Equity to Liability,Cluster,Bankrupt?,Index
0.6056647,0.672045355,0.674286632,0.613427694,0.613427694,0.999191863,0.79762367,0.809553569,0.303467485,0.781830466,9480000000.0,4820000000.0,0.471908944,0.000493049,0.0,0.182335342,0.182335342,0.182335342,0.251016356,0.331895027,0.030854394,0.128409739,0.198764781,0.022263675,0.848181337,0.689608937,0.689608937,0.217617509,0.000136994,0.000668628,0.265303712,0.397460974,0.014487942,0.012082542,0.630619786,0.003956812,0.089216072,0.910783928,0.005447479,0.369637181,0.005365848,0.128429984,0.196041023,0.401673046,0.205397301,0.000807523,0.007831199,0.000238268,0.000417587,0.040645161,0.006665394,0.397073788,0.002877321,0.867534981,0.682664734,0.732349668,0.299740691,0.013058288,0.016642859,0.095301087,0.372246319,0.277066678,0.004044028,1.0,0.738850567,0.329784826,0.0,0.933973529,0.00271043,0.022462868,0.000182844,0.000175595,0.593993143,0.000208211,0.671606658,0.271022478,1.0,0.329784826,0.110933234,0.706925094,0.477212226,0.65755493,0.323129983,0.02023887,0,0.85914514,0.001165223,0.624890342,0.6134254,0.844242094,0.27764848,0.026793678,0.565170387,1,0.042856224,3,0,23
0.573441232,0.640263846,0.630172921,0.61507805,0.61507805,0.999164362,0.797627821,0.809526878,0.303532502,0.781802958,0.00014894,7590000000.0,0.483022571,0.000206021,0.057293248,0.216678606,0.216678606,0.216678606,0.263496265,0.33631605,0.046175719,0.138995196,0.212096106,0.022114067,0.848052463,0.689485933,0.689485933,0.217603974,7900000000.0,0.000513736,0.264372023,0.387317909,0.026037984,0.020011554,0.630648895,0.002567961,0.064697524,0.935302476,0.005490304,0.370720873,0.005365848,0.139015096,0.21019531,0.398760488,0.176911544,0.001574468,0.004015934,0.000120185,0.000273852,0.034354839,0.016738393,0.403292553,0.008011451,0.877622489,0.508785069,0.601386245,0.297623428,0.021240547,0.035763211,0.043779242,0.381304992,0.277097829,0.012731027,0.619762317,0.738656309,0.327659973,0.003959522,0.958700234,0.002577927,0.028871918,0.00014091,0.000123057,0.593996319,0.000198027,0.671604599,0.313838003,0.619762317,0.327659973,0.113813612,0.70573801,0.483121698,0.65288653,0.322087784,0.011231663,0,0.854773018,0.001388228,0.624155153,0.615077116,0.843540311,0.276641576,0.026801885,0.565209038,1,0.059613817,3,0,24
0.599083508,0.64745966,0.642914503,0.61664913,0.616692371,0.999249983,0.797918889,0.809748474,0.303861696,0.782046046,8920000000.0,3680000000.0,0.472665509,0.000148015,0.130782468,0.215877966,0.215877966,0.215877966,0.27588163,0.335962368,0.028661313,0.13386532,0.226406568,0.022176031,0.848127105,0.689687217,0.689687217,0.217627896,8070000000.0,0.000509169,0.264828931,0.38344324,0.010806831,0.009204142,0.630660539,0.004832253,0.102185809,0.897814191,0.005768585,0.372713791,0.005695501,0.133820249,0.224605987,0.398204503,0.092953523,0.000730423,0.008667176,0.00014254,0.00022241,0.024677419,0.016867647,0.408199724,0.00957914,0.799915895,0.362248449,0.404914975,0.04024462,0.009383964,0.003012502,0.070567032,0.362707641,0.27713542,0.004027521,0.64571648,0.735037238,0.329027457,0.005465615,0.952830225,0.003155396,0.011445735,0.000185886,0.000171175,0.593975044,5090000000.0,0.671577671,0.195712392,0.64571648,0.329027457,0.114141005,0.648420717,0.460626314,0.638484204,0.315349825,0.027045169,0,0.857985872,0.02090308,0.625111534,0.616645909,0.844438616,0.278283916,0.02680421,0.565219879,1,0.037101874,3,0,42
0.566616292,0.636066289,0.62150008,0.600224852,0.600210438,0.999041305,0.797602781,0.809502011,0.303745681,0.781773484,3350000000.0,1310000000.0,0.461986362,870000000.0,0.069440227,0.263789979,0.263789979,0.263789979,0.283256122,0.318985641,0.073914424,0.123035583,0.233185208,0.022063608,0.848004819,0.689460484,0.689460484,0.2176003,9270000000.0,0.000611532,0.264246917,0.370785366,0.016881695,0.015552966,0.63062458,0.002898075,0.071046346,0.928953654,0.007530926,0.370465887,0.006540655,0.123007149,0.228293492,0.401782903,0.193403298,0.00067767,0.00932127,0.00026177,0.001191484,0.038870968,0.023603543,0.398283621,0.00268687,0.869056562,0.638963584,0.672856872,0.188729593,0.015484157,0.013240095,0.075327726,0.342423357,0.277045107,0.003959926,0.98185659,0.738377488,0.328799529,5540000000.0,0.951413131,0.003208826,0.009353145,0.000154565,0.000152085,0.593988761,0.000122206,0.671585513,0.076698852,0.98185659,0.328799529,0.110979516,0.669333947,0.468458783,0.568754266,0.317816501,0.017377663,0,0.849576191,0.014224984,0.626337718,0.600223226,0.843320141,0.276880796,0.026794695,0.56517521,1,0.054242994,3,0,68
0.549846439,0.611371566,0.586487499,0.612735842,0.613470935,0.999159741,0.797594619,0.809461259,0.303483921,0.781717624,0.000127778,2260000000.0,0.475562601,0.000219022,0.238080777,0.208672201,0.208672201,0.208672201,0.247423655,0.332284077,0.048323427,0.140053742,0.20727574,0.022069139,0.848020288,0.689451943,0.689451943,0.217594612,5850000000.0,0.000468918,0.264076742,0.384784472,0.018180911,0.016159963,0.630642388,0.002222344,0.057683587,0.942316413,0.009593822,0.370262345,0.005886833,0.14001661,0.206326823,0.399269583,0.185907046,0.000908971,0.00695765,0.000309538,0.002121976,0.036129032,0.139791137,0.484667918,0.008441059,0.857686221,0.55186558,0.583987933,0.126095564,0.016588872,0.010945603,0.060787141,0.381703985,0.277045611,0.004461811,0.963963804,0.737432438,0.328175022,0.0,0.951424775,0.00247143,0.034512197,0.000113134,0.000112016,0.593972879,7100000000.0,0.67157205,0.046797398,0.963963804,0.328175022,0.110933234,0.642360872,0.459034343,0.644678248,0.314500146,0.016134771,0,0.844743375,0.002686595,0.624078306,0.612735912,0.842858578,0.276390675,0.026798284,0.565192154,1,0.066861994,3,0,112
0.626432019,0.659180113,0.661170298,0.599533,0.599533,0.999043153,0.79748118,0.809385745,0.303529602,0.781649554,2080000000.0,1290000000.0,0.462915713,0.000353035,0.172790768,0.24158274,0.24158274,0.24158274,0.284579749,0.322345618,0.184929746,0.166354531,0.250809671,0.02273211,0.849160273,0.693295526,0.693295526,0.218041487,0.000132247,0.000963489,0.266467741,0.378218025,0.014840515,0.007744355,0.630715333,0.004564149,0.098406748,0.901593252,0.005546366,0.371570827,0.005365848,0.166349113,0.236422593,0.402917649,0.569715142,0.004370365,0.001446522,0.000261006,0.001006899,0.116774194,0.082869439,0.414735081,0.011391112,0.867221327,0.452296862,0.718060036,0.220848705,0.009031254,0.01280191,0.091265019,0.344658003,0.277309497,0.015345952,0.870236368,0.73915041,0.329791831,0.001854125,0.950492623,0.00306666,0.01160162,5390000000.0,3420000000.0,0.593942402,546000000.0,0.67158762,0.242680323,0.870236368,0.329791831,0.112812102,0.723135926,0.4797487,0.577511602,0.325793123,0.019760989,0,0.852800545,0.002042852,0.625627882,0.599528595,0.8439942,0.278089302,0.026818103,0.565283689,1,0.038636292,3,0,136
0.56690879,0.611480593,0.615825258,0.625009008,0.625009008,0.999163785,0.797590469,0.809491335,0.30346821,0.781763378,0.000308749,0.0003484,0.490831467,0.0,0.069035327,0.215203742,0.215203742,0.215203742,0.246572752,0.349402278,0.036223664,0.129468284,0.198463508,0.02209956,0.848026452,0.689353321,0.689353321,0.217588022,9150000000.0,0.000522844,0.263741054,0.412987594,0.027710366,0.023059014,0.630612252,0.001977038,0.052423134,0.947576866,0.012116339,0.369637181,0.005365848,0.129480352,0.196425609,0.397340382,0.157421289,0.001941708,0.003255955,6290000000.0,0.002326987,0.029354839,0.027939427,0.410856833,0.001600008,0.931439643,0.766444813,0.843119994,0.64618197,0.024259456,0.059096595,0.057671469,0.429056065,0.277057388,0.009254931,1.0,0.74103069,0.328031794,0.0,0.963077105,0.002367065,0.051584516,0.00024465,0.000227438,0.594053241,0.000512246,0.671663027,0.031520151,1.0,0.328031794,0.110933234,0.791002085,0.527636827,0.722522292,0.331411585,0.010543086,0,0.83736018,0.001591628,0.624145856,0.625006401,0.842381,0.276212769,0.026791188,0.565158546,1,0.073440476,3,0,146
0.663920441,0.692324466,0.709245677,0.630097003,0.630097003,0.999314458,0.79780794,0.809650957,0.303532985,0.781935449,0.000239599,0.000250264,0.493502093,0.000551055,0.147180889,0.212254014,0.212254014,0.212254014,0.279379786,0.345334937,0.039293979,0.160003257,0.230850343,0.022096731,0.848020276,0.689382637,0.689382637,0.21759147,8810000000.0,0.000539114,0.264121034,0.397097724,0.023886977,0.021999733,0.630663279,0.002453971,0.062430087,0.937569913,0.005591722,0.370532988,0.005365848,0.159973619,0.229560365,0.396923728,0.166416792,0.001671857,0.003781109,0.000157826,0.000360849,0.032419355,0.034225871,0.432283304,0.015943837,0.872617155,0.577897866,0.594028185,0.409493661,0.022397879,0.045741364,0.04713129,0.407786033,0.277020227,0.004194274,0.69129815,0.738328073,0.327757836,0.003342843,0.962526445,0.002565276,0.042320959,0.000155552,0.000156977,0.594001527,0.000301675,0.671583248,0.275902855,0.69129815,0.327757836,0.113312331,0.662159992,0.466825172,0.705614456,0.316846865,0.012257268,0,0.879036619,0.001139097,0.624215493,0.630092426,0.844936106,0.276558544,0.026804723,0.565222263,1,0.061798009,3,0,148
0.531857846,0.587331007,0.572300444,0.606545208,0.606494761,0.999039918,0.797514658,0.809403321,0.303595102,0.781668501,0.000135757,4410000000.0,0.473755903,0.000255026,0.241724871,0.282752518,0.282752518,0.282752518,0.26179446,0.335431846,0.102212744,0.132969628,0.21955261,0.022077626,0.848000372,0.689291141,0.689291141,0.217580957,6060000000.0,0.000461407,0.263413914,0.381897098,0.021369044,0.014784395,0.63062458,0.002298033,0.059255676,0.940744324,0.007162184,0.369637181,0.005365848,0.13297344,0.218595883,0.399179822,0.209895052,0.00122143,0.00517725,0.000146744,0.001174841,0.039032258,0.035768107,0.401381696,0.003846363,0.849413608,0.372481919,0.50035394,0.182255836,0.015376471,0.021606474,0.044381174,0.366228655,0.277173859,0.015817128,0.683694221,0.737040065,0.327645623,0.0,0.95623489,0.0023685,0.041818747,8390000000.0,6460000000.0,0.593962931,9220000000.0,0.671580817,0.092701498,0.683694221,0.327645623,0.110933234,0.664706689,0.468251795,0.615736215,0.317114504,0.01371671,0,0.829871379,0.0023737,0.623934278,0.606546826,0.842012506,0.276445512,0.026794096,0.565172374,1,0.065101786,3,0,157
0.60225223,0.65825338,0.641469029,0.611885441,0.611885441,0.999161358,0.79761537,0.809489251,0.303516792,0.781761694,0.000100719,4300000000.0,0.465463879,70000000.0,0.178358133,0.204163331,0.204163331,0.204163331,0.268318049,0.324679918,0.061315547,0.152593437,0.221887475,0.022157968,0.848105624,0.689668895,0.689668895,0.217621992,8510000000.0,0.00052796,0.264944713,0.381599046,0.016101666,0.010992692,0.630617389,0.003978698,0.089578861,0.910421139,0.006762102,0.370454703,0.005365848,0.152555898,0.220986351,0.406166477,0.250374813,0.000878537,0.007201014,0.000100313,0.001412381,0.048870968,0.019255908,0.404818977,0.002067063,0.888083531,0.585089622,0.803912165,0.154537473,0.011315864,0.008676862,0.094238148,0.352713247,0.277217527,0.012704838,0.984923153,0.740082373,0.329750723,0.0,0.957992082,0.002625815,0.028932387,0.000136191,0.000101169,0.593978925,7480000000.0,0.671574383,0.096744585,0.984923153,0.329750723,0.110933234,0.648502493,0.460830759,0.600196172,0.315313295,0.018218233,0,0.863008678,0.00062644,0.624036234,0.611883867,0.844506568,0.277664805,0.026792502,0.565164805,1,0.042677712,3,0,170
