 ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, Operating Gross Margin, Realized Sales Gross Margin, Operating Profit Rate, Pre-tax net Interest Rate, After-tax net Interest Rate, Non-industry income and expenditure/revenue, Continuous interest rate (after tax), Operating Expense Rate, Research and development expense rate, Cash flow rate, Interest-bearing debt interest rate, Tax rate (A), Net Value Per Share (B), Net Value Per Share (A), Net Value Per Share (C), Persistent EPS in the Last Four Seasons, Cash Flow Per Share, Revenue Per Share (Yuan ¥), Operating Profit Per Share (Yuan ¥), Per Share Net profit before tax (Yuan ¥), Realized Sales Gross Profit Growth Rate, Operating Profit Growth Rate, After-tax Net Profit Growth Rate, Regular Net Profit Growth Rate, Continuous Net Profit Growth Rate, Total Asset Growth Rate, Net Value Growth Rate, Total Asset Return Growth Rate Ratio, Cash Reinvestment %, Current Ratio, Quick Ratio, Interest Expense Ratio, Total debt/Total net worth, Debt ratio %, Net worth/Assets, Long-term fund suitability ratio (A), Borrowing dependency, Contingent liabilities/Net worth, Operating profit/Paid-in capital, Net profit before tax/Paid-in capital, Inventory and accounts receivable/Net value, Total Asset Turnover, Accounts Receivable Turnover, Average Collection Days, Inventory Turnover Rate (times), Fixed Assets Turnover Frequency, Net Worth Turnover Rate (times), Revenue per person, Operating profit per person, Allocation rate per person, Working Capital to Total Assets, Quick Assets/Total Assets, Current Assets/Total Assets, Cash/Total Assets, Quick Assets/Current Liability, Cash/Current Liability, Current Liability to Assets, Operating Funds to Liability, Inventory/Working Capital, Inventory/Current Liability, Current Liabilities/Liability, Working Capital/Equity, Current Liabilities/Equity, Long-term Liability to Current Assets, Retained Earnings to Total Assets, Total income/Total expense, Total expense/Assets, Current Asset Turnover Rate, Quick Asset Turnover Rate, Working capitcal Turnover Rate, Cash Turnover Rate, Cash Flow to Sales, Fixed Assets to Assets, Current Liability to Liability, Current Liability to Equity, Equity to Long-term Liability, Cash Flow to Total Assets, Cash Flow to Liability, CFO to Assets, Cash Flow to Equity, Current Liability to Current Assets, Liability-Assets Flag, Net Income to Total Assets, Total assets to GNP price, No-credit Interval, Gross Profit to Sales, Net Income to Stockholder's Equity, Liability to Equity, Degree of Financial Leverage (DFL), Interest Coverage Ratio (Interest expense to EBIT), Net Income Flag, Equity to Liability,Cluster,Bankrupt?,Index
0.450397309,0.504034017,0.506986455,0.594639588,0.594639588,0.998905537,0.797293037,0.809239142,0.303488755,0.781491378,8010000000.0,0.0,0.462633888,0.000414041,0.0,0.178753529,0.178753529,0.178753529,0.20487851,0.318455118,0.029432672,0.087615015,0.16072908,0.021975238,0.847242468,0.68837111,0.68837111,0.217462057,6720000000.0,0.000426495,0.263435671,0.377035133,0.00975036,0.005754928,0.630234175,0.005869103,0.115609033,0.884390967,0.005180489,0.372957594,0.005919738,0.087628446,0.159716462,0.398019622,0.140929535,0.002140546,0.002953671,0.000138337,0.000162647,0.032741935,0.015463478,0.389091156,0.012668676,0.778115712,0.153374891,0.259177395,0.069737919,0.005650027,0.007309909,0.050257335,0.342192633,0.277531686,0.01093818,0.403584389,0.733788068,0.328358814,0.016590223,0.927051004,0.002077176,0.017202295,6500000000.0,3880000000.0,0.59393539,5450000000.0,0.671586291,0.457496849,0.403584389,0.328358814,0.117688423,0.666103393,0.464341731,0.570384529,0.318116311,0.029918535,0,0.780554329,0.004919312,0.623633775,0.594641021,0.838868677,0.279035542,0.026788158,0.565144055,1,0.032463577,2,0,0
0.442499878,0.507195813,0.494940843,0.598906009,0.598812321,0.998926797,0.797298294,0.809235757,0.303453467,0.78148408,0.000125813,7100000000.0,0.454061716,0.000287029,0.0,0.170199317,0.170199317,0.170199317,0.206296681,0.311381481,0.022853427,0.091604918,0.163214582,0.022040615,0.847802044,0.688825672,0.688825672,0.217520676,7010000000.0,0.000422004,0.263226644,0.361694795,0.011515721,0.008200383,0.630023904,0.005763321,0.114339269,0.885660731,0.007366104,0.376006245,0.008547212,0.091797352,0.162619712,0.397128706,0.133433283,0.001294472,0.004887775,0.000455136,0.00071716,0.030645161,0.043526284,0.38703331,0.006969074,0.80686766,0.434823203,0.429274778,0.009646615,0.01130956,0.000725298,0.070253348,0.327843922,0.27700576,0.000887964,0.57546011,0.735712128,0.32920328,0.011885331,0.928632968,0.002143165,0.029600597,0.00012597,0.000133714,0.593960264,809000000.0,0.671571903,0.083269907,0.57546011,0.32920328,0.11880928,0.642320732,0.459139981,0.51676242,0.314473669,0.025404261,0,0.780904873,0.009172737,0.624087282,0.598903338,0.838903365,0.278958815,0.026642694,0.564334789,1,0.032862358,2,0,11
0.426900015,0.488170519,0.476899192,0.585659926,0.585659926,0.998795998,0.797167977,0.809120012,0.303499631,0.781366185,4570000000.0,0.0,0.577999212,0.00020202,0.0,0.181745396,0.181745396,0.181745396,0.202514891,0.323583504,0.01350636,0.084846511,0.159825262,0.021833089,0.847767058,0.688784786,0.688784786,0.217515297,544000000.0,0.000415091,0.262936025,0.38140345,0.18373172,0.087033227,0.630610197,0.001229265,0.034918523,0.965081477,0.006133656,0.369637181,0.005365848,0.08481932,0.15862303,0.397586891,0.08095952,0.005664837,0.001116059,4130000000.0,0.000249644,0.018870968,0.027986428,0.376585785,0.014081701,0.87813156,0.241684671,0.475471773,0.211750282,0.090820993,0.224155588,0.004545888,0.384340052,0.277237033,0.240075035,0.110434057,0.737916484,0.326312616,0.0,0.923963238,0.0016692,0.008114717,0.000216543,0.000110218,0.594068294,0.000263761,0.671595804,0.176245595,0.110434057,0.326312616,0.110933234,0.667344029,0.475560262,0.618572581,0.317158898,0.001347342,0,0.769285055,0.002426576,0.626872908,0.585659872,0.838633405,0.275670735,0.026790591,0.565155699,1,0.108066897,2,0,62
0.427923756,0.525294374,0.510626907,0.60397959,0.60397959,0.998874339,0.797296495,0.809291742,0.303560056,0.781536852,0.000261107,0.000188292,0.433964923,0.00120112,0.0,0.168640175,0.168640175,0.168640175,0.212158457,0.277675603,0.018784881,0.087615015,0.161482263,0.052845025,0.848074602,0.689648091,0.689648091,0.217618186,0.000264477,0.000990939,0.265452907,0.309219105,0.017880131,0.005907769,0.628280092,0.003973226,0.089488164,0.910511836,0.007511571,0.37060009,0.005365848,0.087628446,0.163283312,0.407104283,0.193403298,0.002414454,0.002618939,4640000000.0,0.001208127,0.038548387,0.011471292,0.388627575,0.001616545,0.914311776,0.362906908,0.903765709,0.088193603,0.006916455,0.004886998,0.095494722,0.258394735,0.277440567,0.028648688,0.999201254,0.741635271,0.329796733,0.0,0.924844107,0.002215895,0.037388482,0.000289517,0.000114502,0.594051997,7650000000.0,0.671565893,0.070841828,0.999201254,0.329796733,0.110933234,0.633381179,0.456605728,0.321764821,0.313286918,0.016406425,0,0.792870855,0.000814873,0.623773663,0.603975363,0.839835434,0.277660573,0.026700291,0.564684368,1,0.042723803,2,0,75
0.424950032,0.483264283,0.471438514,0.597327722,0.597378169,0.998891093,0.797281001,0.809213624,0.303497939,0.781460922,0.000138417,8440000000.0,0.459309026,0.0,0.0,0.172896212,0.172896212,0.172896212,0.198260376,0.314529249,0.035028813,0.083869392,0.157415079,0.022047173,0.848001384,0.689175207,0.689175207,0.217573265,5710000000.0,0.00041307,0.263719297,0.369574532,0.014406195,0.010911593,0.630612252,0.005435942,0.110227651,0.889772349,0.008232536,0.369637181,0.005365848,0.083842233,0.156443707,0.403405308,0.182908546,0.001089548,0.005804873,8730000000.0,0.001944956,0.039677419,0.014922962,0.388480586,0.000984725,0.892191531,0.705837961,0.891709074,0.163447756,0.011016903,0.007424873,0.116591219,0.334431613,0.277183498,0.009101367,0.998156731,0.741252907,0.331086181,0.0,0.927445629,0.002099904,0.038329405,0.000181525,0.000146808,0.593992302,9280000000.0,0.671568046,0.05070981,0.998156731,0.331086181,0.110933234,0.633239381,0.457056424,0.542149832,0.313124323,0.020353066,0,0.766763091,0.001004444,0.624054455,0.597323446,0.837882553,0.278721601,0.026791157,0.565158396,1,0.034191044,2,0,76
0.406425194,0.429786306,0.446704856,0.536264576,0.536264576,0.993104026,0.790579236,0.802458595,0.303894325,0.774145114,0.004949242,0.005823978,0.447873313,0.000438044,0.0,0.166533227,0.166533227,0.166533227,0.188522265,0.312194949,0.000786485,0.073772494,0.150711757,0.02131576,0.848018888,0.689181382,0.689181382,0.217568158,593000000.0,0.000390536,0.263650139,0.366174882,0.009403403,0.007925893,0.63042972,0.004061682,0.090878858,0.909121142,0.005070033,0.374490866,0.005365848,0.073794519,0.149732298,0.394080836,0.005997001,0.001288385,0.004911684,0.000126299,378000000.0,0.009677419,0.000831338,0.375658624,0.026708708,0.770541163,0.192590392,0.198281079,0.045491042,0.008890346,0.005969243,0.040050496,0.323776481,0.277068966,0.001680435,0.406206127,0.733111271,0.327707101,0.028268526,0.892625362,0.001905523,0.03217587,0.001561824,0.001530412,0.594301518,0.000906372,0.67072628,0.701425256,0.406206127,0.327707101,0.118749822,0.587994111,0.444143352,0.514013712,0.307156312,0.030998645,0,0.734826381,0.001358163,0.623859873,0.536260346,0.835944054,0.277724905,0.026791157,0.565158396,1,0.042037028,2,0,78
0.440891142,0.506378107,0.489694309,0.599569034,0.599569034,0.998970359,0.797326792,0.809254766,0.303412136,0.781507799,9420000000.0,2190000000.0,0.46540181,0.00030403,0.0,0.180818339,0.180818339,0.180818339,0.207336674,0.318950272,0.028116823,0.096490514,0.16457031,0.02202802,0.847934235,0.688852564,0.688852564,0.217530163,5740000000.0,0.000436851,0.263288031,0.378236653,0.026677608,0.020944195,0.630496158,0.001474571,0.040934789,0.959065211,0.075130587,0.370445756,0.005663206,0.096446659,0.163607571,0.397908425,0.172413793,0.000750713,0.00842552,0.006730356,0.020763594,0.031290323,0.074996695,0.394371452,0.000359188,0.849794586,0.482606985,0.464771905,0.100020744,0.026674583,0.015875087,0.033028432,0.349356429,0.276978206,0.000357377,0.717547427,0.73669304,0.327191154,0.0,0.929842323,0.002144744,0.030700169,9450000000.0,0.000104445,0.593972389,6030000000.0,0.671570178,0.003467762,0.717547427,0.327191154,0.110933234,0.638380084,0.45664258,0.576951872,0.314071817,0.010958225,0,0.78063034,0.000476425,0.624272669,0.599567703,0.839213097,0.275848705,0.02675491,0.564979423,1,0.093152265,2,0,107
0.441963633,0.488552115,0.494137802,0.594697243,0.594697243,0.998901724,0.79728363,0.809219743,0.303480295,0.781470746,8480000000.0,0.0,0.460659437,0.000290029,0.0,0.16762884,0.16762884,0.16762884,0.198827645,0.316120818,0.037509264,0.084927937,0.156887851,0.021979504,0.847525944,0.686068232,0.686068232,0.217210936,6520000000.0,0.000409576,0.263263942,0.373942849,0.008249584,0.003351895,0.630194449,0.008733437,0.144632222,0.855367778,0.005236857,0.377513795,0.005365848,0.084892602,0.155923384,0.408957119,0.188905547,0.001219401,0.005188351,6520000000.0,0.000333616,0.045645161,0.012860773,0.389407747,0.005008571,0.797874564,0.273623265,0.633063231,0.031860812,0.003432079,0.001181675,0.142909548,0.338600031,0.278048258,0.012790302,0.939457836,0.735738034,0.333546847,0.00135306,0.920920242,0.00203576,0.023556289,0.000127303,5300000000.0,0.593940965,1840000000.0,0.671569234,0.294311814,0.939457836,0.333546847,0.112508783,0.636064299,0.458065692,0.554969334,0.313315441,0.035220091,0,0.769159788,0.000539275,0.622973389,0.594696552,0.837615353,0.281112596,0.026679979,0.56456595,1,0.025283563,2,0,115
0.415151367,0.47710423,0.463033353,0.604469652,0.604469652,0.998988615,0.797160783,0.809107122,0.303083667,0.781345553,0.000154606,263000000.0,0.45194132,0.000227023,0.0,0.163962749,0.163962749,0.163962749,0.199489458,0.305651836,0.015321324,0.097223353,0.157866988,0.02213153,0.848625296,0.688648827,0.688648827,0.217509692,702000000.0,0.000403487,0.263409252,0.346428971,0.012577808,0.008048789,0.630516363,0.006696213,0.125071802,0.874928198,0.006458015,0.374203448,0.005365848,0.097187617,0.156835834,0.401088927,0.097451274,0.000521441,0.012149417,9210000000.0,0.000478863,0.025,0.021791049,0.393975713,0.005764946,0.859851013,0.695970681,0.767659064,0.067344378,0.011037685,0.00310791,0.114757345,0.315981237,0.277101429,0.004329285,0.867919183,0.739739769,0.331424764,0.001645489,0.918326238,0.002094934,0.039200719,0.000326837,0.000301668,0.594035644,7710000000.0,0.671559132,0.100797679,0.867919183,0.331424764,0.112989574,0.628055687,0.456259643,0.464160526,0.312163142,0.023285356,0,0.764959172,0.000510049,0.624296108,0.604471317,0.837552718,0.27963532,0.02676314,0.56502117,1,0.029771992,2,0,116
0.421293814,0.473124727,0.463515177,0.598134882,0.598214157,0.998754285,0.797003905,0.808930575,0.303299988,0.781154254,0.000288744,0.000262488,0.454559942,0.000730073,0.0,0.169314399,0.169314399,0.169314399,0.201569443,0.315731768,0.007032987,0.088429281,0.160352489,0.021971698,0.847761187,0.685830622,0.685801364,0.217230289,5320000000.0,0.000399445,0.263154378,0.371493238,0.018736291,0.014259121,0.630581773,0.000993079,0.028872026,0.971127974,0.008068493,0.369799344,0.005365848,0.08845897,0.159467612,0.395480847,0.055472264,0.00178345,0.00354543,0.00011923,0.00037144,0.015322581,0.036170557,0.367076728,0.011528182,0.810871374,0.277284497,0.321077257,0.201037894,0.015656951,0.032378088,0.032542297,0.320775343,0.277100763,0.008300099,0.969521388,0.734688851,0.327130664,0.0,0.918486392,0.002031807,0.031617879,0.000215527,0.000190975,0.594021047,0.000366634,0.671564359,0.07625469,0.969521388,0.327130664,0.110933234,0.637297859,0.454833556,0.543741615,0.313981684,0.015655245,0,0.759264804,0.015207677,0.624037141,0.598131087,0.838148354,0.275499284,0.026781209,0.565110513,1,0.128572794,2,0,124
