 ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, Operating Gross Margin, Realized Sales Gross Margin, Operating Profit Rate, Pre-tax net Interest Rate, After-tax net Interest Rate, Non-industry income and expenditure/revenue, Continuous interest rate (after tax), Operating Expense Rate, Research and development expense rate, Cash flow rate, Interest-bearing debt interest rate, Tax rate (A), Net Value Per Share (B), Net Value Per Share (A), Net Value Per Share (C), Persistent EPS in the Last Four Seasons, Cash Flow Per Share, Revenue Per Share (Yuan ¥), Operating Profit Per Share (Yuan ¥), Per Share Net profit before tax (Yuan ¥), Realized Sales Gross Profit Growth Rate, Operating Profit Growth Rate, After-tax Net Profit Growth Rate, Regular Net Profit Growth Rate, Continuous Net Profit Growth Rate, Total Asset Growth Rate, Net Value Growth Rate, Total Asset Return Growth Rate Ratio, Cash Reinvestment %, Current Ratio, Quick Ratio, Interest Expense Ratio, Total debt/Total net worth, Debt ratio %, Net worth/Assets, Long-term fund suitability ratio (A), Borrowing dependency, Contingent liabilities/Net worth, Operating profit/Paid-in capital, Net profit before tax/Paid-in capital, Inventory and accounts receivable/Net value, Total Asset Turnover, Accounts Receivable Turnover, Average Collection Days, Inventory Turnover Rate (times), Fixed Assets Turnover Frequency, Net Worth Turnover Rate (times), Revenue per person, Operating profit per person, Allocation rate per person, Working Capital to Total Assets, Quick Assets/Total Assets, Current Assets/Total Assets, Cash/Total Assets, Quick Assets/Current Liability, Cash/Current Liability, Current Liability to Assets, Operating Funds to Liability, Inventory/Working Capital, Inventory/Current Liability, Current Liabilities/Liability, Working Capital/Equity, Current Liabilities/Equity, Long-term Liability to Current Assets, Retained Earnings to Total Assets, Total income/Total expense, Total expense/Assets, Current Asset Turnover Rate, Quick Asset Turnover Rate, Working capitcal Turnover Rate, Cash Turnover Rate, Cash Flow to Sales, Fixed Assets to Assets, Current Liability to Liability, Current Liability to Equity, Equity to Long-term Liability, Cash Flow to Total Assets, Cash Flow to Liability, CFO to Assets, Cash Flow to Equity, Current Liability to Current Assets, Liability-Assets Flag, Net Income to Total Assets, Total assets to GNP price, No-credit Interval, Gross Profit to Sales, Net Income to Stockholder's Equity, Liability to Equity, Degree of Financial Leverage (DFL), Interest Coverage Ratio (Interest expense to EBIT), Net Income Flag, Equity to Liability,Cluster,Bankrupt?,Index
0.530005362,0.572884867,0.574763103,0.605694807,0.605557878,0.999058059,0.797512168,0.809399285,0.303552563,0.781665133,0.000102454,272000000.0,0.464667052,0.000140014,0.259439214,0.200412962,0.200412962,0.200412962,0.235605559,0.324503077,0.047158825,0.116602883,0.193115915,0.022143603,0.848120646,0.689612601,0.689612803,0.217617934,6770000000.0,0.000503779,0.264237592,0.381347565,0.011341618,0.008709436,0.630654717,0.005874575,0.115669498,0.884330502,0.005411828,0.370860668,0.009225407,0.1165828,0.191395822,0.405505993,0.16191904,0.000566078,0.011177669,0.000109867,0.000285956,0.04,0.021547229,0.398928111,0.00898356,0.829014393,0.482054643,0.610928858,0.064894254,0.008669647,0.003394063,0.101202869,0.348803891,0.277235316,0.007250499,0.824851349,0.737243657,0.330566645,0.00210529,0.950851955,0.002451375,0.01852312,0.0001481,0.000119948,0.593966554,4450000000.0,0.671578456,0.265439546,0.824851349,0.330566645,0.112923874,0.654555993,0.461815272,0.595347531,0.316348047,0.025789656,0,0.819963004,0.00596763,0.624171281,0.605690059,0.841868914,0.279039827,0.026800956,0.565204691,1,0.032441724,0,0,1
0.571150002,0.620148277,0.624176883,0.612274608,0.612281814,0.999162514,0.797653829,0.809533258,0.303581809,0.781813203,0.000105923,4240000000.0,0.472700737,0.000260026,0.104464015,0.203278412,0.203278412,0.203278412,0.253852699,0.332708495,0.035588427,0.128654018,0.205317466,0.022168146,0.848113882,0.689630087,0.689640445,0.217619865,9670000000.0,0.000511715,0.264722475,0.387038486,0.01583084,0.012983367,0.630710881,0.005718637,0.113795084,0.886204916,0.005536411,0.373689002,0.005521839,0.128657971,0.204072091,0.401852569,0.136431784,0.000655352,0.009657711,0.000114453,0.000248888,0.031774194,0.017637296,0.403790054,0.010413675,0.841219246,0.455586569,0.533343096,0.144189864,0.013075595,0.011948707,0.063697181,0.358676502,0.27712133,0.007463982,0.523065789,0.738008546,0.328913216,0.010720369,0.947981568,0.002631541,0.018362538,0.00017919,0.000157258,0.59399638,0.000134516,0.671607519,0.276147012,0.523065789,0.328913216,0.11970574,0.691773428,0.470119904,0.63154283,0.321974452,0.018529378,0,0.839128318,0.006022085,0.625305623,0.61227055,0.843294303,0.278926664,0.026816349,0.565275723,1,0.033033744,0,0,2
0.546043972,0.617804187,0.600567482,0.597716888,0.597716888,0.998991619,0.797579955,0.809485476,0.303809972,0.78176015,4310000000.0,119000000.0,0.460547042,0.000473047,0.051624658,0.251401121,0.251401121,0.251401121,0.286470644,0.313043786,0.082596004,0.107157398,0.237930255,0.022464374,0.850147398,0.690016669,0.690016669,0.217663289,0.000116426,0.000632668,0.265075258,0.372182482,0.009102624,0.008920918,0.630840331,0.009487593,0.150799649,0.849200351,0.012930045,0.374047996,0.008192576,0.107153908,0.228504638,0.401456011,0.166416792,0.00089071,0.007100253,0.022114028,0.003102397,0.046290323,0.165941571,0.409126885,0.006828284,0.801489165,0.569354256,0.546472932,0.039790091,0.009223698,0.001876815,0.112269325,0.338860539,0.276977594,4460000000.0,0.705312023,0.736202503,0.332212354,0.008391717,0.954352652,0.0030141,0.00849879,0.000158532,0.00017177,0.593954664,3240000000.0,0.671573538,0.022059583,0.705312023,0.332212354,0.119737457,0.644901157,0.459607858,0.555845046,0.314940614,0.031998765,0,0.834985182,0.003545569,0.624558678,0.597712991,0.843722636,0.281659828,0.026861466,0.565472731,1,0.024103248,0,0,5
0.54170526,0.608046228,0.590127951,0.59917266,0.59917266,0.999012418,0.797511891,0.809413477,0.303647309,0.781679308,4580000000.0,543000000.0,0.462801641,0.000523052,0.141917198,0.20129788,0.20129788,0.20129788,0.248085468,0.321249204,0.065777334,0.111065874,0.201174964,0.022097221,0.848047557,0.689619901,0.689619901,0.217618488,9310000000.0,0.000518876,0.264523549,0.378925897,0.008069242,0.007250897,0.630896837,0.006384337,0.121625299,0.878374701,0.019215619,0.373741565,0.006159208,0.111078542,0.200211145,0.404671346,0.242878561,0.000748684,0.008447722,0.000612389,0.009751256,0.052741935,0.124733046,0.413491328,0.001696566,0.788350764,0.511800269,0.536150014,0.038440057,0.007500876,0.00164453,0.12382881,0.344753042,0.277140823,0.001822974,0.963618553,0.734570129,0.331728108,0.0,0.948296672,0.002681175,0.013980394,924000000.0,9340000000.0,0.593933318,1970000000.0,0.671575855,0.011553423,0.963618553,0.331728108,0.110933234,0.651888156,0.461140062,0.580822037,0.315985426,0.035987425,0,0.832889625,0.00207009,0.623985569,0.599170531,0.842947903,0.279409231,0.026871717,0.565515314,1,0.030706404,0,0,12
0.573879979,0.614751417,0.635205311,0.622176739,0.622176739,0.999410709,0.797939363,0.809813313,0.303561264,0.782104292,1630000000.0,107000000.0,0.473210706,0.000549055,0.023686608,0.23252286,0.23252286,0.23252286,0.262078094,0.34565325,0.019828486,0.136796678,0.212397379,0.022323,0.848245544,0.689896407,0.689907977,0.217649624,0.00011031,0.000613454,0.265190262,0.390801386,0.006597795,0.006007583,0.630962932,0.006611404,0.124134595,0.875865405,0.005005601,0.3747,0.005365848,0.136759653,0.208913355,0.395739413,0.053973013,0.001235632,0.005115769,0.000125535,3710000000.0,0.019354839,0.041334841,0.453924606,0.174156217,0.757458741,0.241130982,0.259739495,0.178137294,0.005993114,0.012790541,0.073588029,0.360642904,0.27753778,0.00191787,0.556052078,0.732409803,0.329526532,0.022383265,0.944833429,0.004167573,0.003248308,0.000235791,0.000224694,0.593931018,0.000434664,0.67165732,0.753413468,0.556052078,0.329526532,0.120514753,0.688009274,0.468477677,0.645362153,0.321811058,0.043723375,0,0.832858821,0.133315621,0.623744971,0.622177679,0.842987656,0.279573863,0.026897208,0.56561795,1,0.030017443,0,0,18
0.548920197,0.586840384,0.588040045,0.610206258,0.610206258,0.999007565,0.797433452,0.80934291,0.303520417,0.781608431,0.000227688,0.0,0.467991914,0.0,0.285049094,0.185032236,0.185032236,0.185032236,0.248841827,0.342505482,0.175628053,0.133702467,0.204187693,0.022120436,0.848081272,0.689486626,0.689486626,0.217608095,6920000000.0,0.000466422,0.264133467,0.399435565,0.009281718,0.005615812,0.630612594,0.011524818,0.165220546,0.834779454,0.006599672,0.369637181,0.005365848,0.133665543,0.202782596,0.405430969,0.556221889,0.014141804,0.000447448,0.000146744,0.004392982,0.146451613,0.023806237,0.395660433,0.000734108,0.831303271,0.512634997,0.838792957,0.058229369,0.005480047,0.001831464,0.168603628,0.359975359,0.277564972,0.01016678,0.973934089,0.739448253,0.336221637,0.0,0.942189755,0.002268668,0.140995126,5040000000.0,3070000000.0,0.59393021,1170000000.0,0.671572381,0.066925313,0.973934089,0.336221637,0.110933234,0.643469564,0.459358036,0.667640592,0.31467999,0.031397116,0,0.827921189,0.003341701,0.623728392,0.610204466,0.843384146,0.283136988,0.026791236,0.565158774,1,0.021679963,0,0,19
0.579973675,0.624781945,0.617538412,0.606538001,0.606538001,0.999108207,0.797582998,0.809462431,0.303571416,0.781725203,6810000000.0,221000000.0,0.47125974,0.000371037,0.185747545,0.2218617,0.2218617,0.2218617,0.262834452,0.336245314,0.067607423,0.141682273,0.219326655,0.022103748,0.848050663,0.689521366,0.689522145,0.21760258,7810000000.0,0.000482518,0.264424086,0.382819195,0.009601842,0.0038466,0.630741702,0.004334346,0.095020709,0.904979291,0.005169755,0.372784248,0.005365848,0.141677659,0.218414901,0.399277621,0.212893553,0.004281091,0.001477263,0.000103179,0.000251914,0.042580645,0.097545643,0.439904118,0.055762742,0.793066658,0.201186009,0.413401414,0.028794703,0.004541723,0.001882861,0.08085137,0.364352071,0.277685464,0.013414752,0.796257314,0.734509132,0.329326283,0.003299428,0.959907566,0.002771273,0.015823294,7430000000.0,3480000000.0,0.593937239,1590000000.0,0.671568881,0.451885493,0.796257314,0.329326283,0.112839675,0.634921935,0.457161142,0.6386474,0.313464046,0.030372225,0,0.846106942,0.018713611,0.623510294,0.606535197,0.843470672,0.277922667,0.026811144,0.565251929,1,0.040096534,0,0,27
0.542144006,0.596053205,0.585042026,0.617023883,0.617182433,0.999139866,0.797615923,0.80948196,0.303562714,0.781757484,0.000207221,362000000.0,0.471945849,0.0,0.213786821,0.184610847,0.184610847,0.184610847,0.236172828,0.3289241,0.025318753,0.116358603,0.191458914,0.022102294,0.848033511,0.689381598,0.689381598,0.217591984,6920000000.0,0.000473609,0.263901905,0.391006296,0.014374994,0.013111878,0.630612252,0.003301143,0.078332376,0.921667624,0.006012132,0.369637181,0.005365848,0.116338528,0.190475831,0.399939445,0.133433283,0.00056202,0.011246835,0.000217632,0.000419856,0.029032258,0.025269157,0.407023812,0.00779617,0.848967006,0.604278223,0.618598293,0.286493303,0.013581452,0.018656023,0.081189349,0.371243357,0.277030139,0.002402557,0.964273126,0.737460554,0.329097856,0.0,0.945187008,0.002412379,0.034864012,0.000186573,0.000188065,0.593994175,0.000239623,0.671574531,0.160953073,0.964273126,0.329097856,0.110933234,0.646384719,0.460370511,0.644128577,0.3150057,0.020396855,0,0.833186683,0.001070028,0.624064234,0.617022977,0.842393406,0.277173458,0.026791169,0.565158453,1,0.049074638,0,0,31
0.497879394,0.578826864,0.550939558,0.595807089,0.595807089,0.998993468,0.797438709,0.809359575,0.303559331,0.781608571,1080000000.0,50900000.0,0.461103982,0.000374037,0.045753619,0.262230837,0.262230837,0.262230837,0.254609057,0.315943977,0.204198618,0.126536927,0.213150561,0.022134912,0.848078779,0.689490203,0.689490203,0.217604382,8070000000.0,0.000454295,0.264149008,0.366677844,0.00749514,0.006191616,0.630666703,0.010039304,0.155001965,0.844998035,0.020930436,0.372869244,0.005515136,0.125979123,0.211484805,0.406447818,0.322338831,0.001105779,0.005723752,0.000607803,0.017531079,0.077096774,0.634792826,0.461590647,0.005495077,0.777880653,0.431212302,0.493961447,0.009269344,0.006374971,0.000400477,0.12261243,0.34001161,0.27737939,0.003247549,0.750746759,0.734285208,0.332961734,0.006862259,0.940211366,0.003156228,0.004704403,5590000000.0,5270000000.0,0.593924251,341000000.0,0.671570492,0.010265189,0.750746759,0.332961734,0.117641503,0.636583985,0.458229897,0.561378888,0.313326199,0.038658397,0,0.82148615,0.150598552,0.623910206,0.595802081,0.842520218,0.282059671,0.026807344,0.565234417,1,0.02335153,0,0,36
0.552235168,0.600741387,0.59055624,0.619611122,0.619675983,0.999182619,0.797779304,0.809589243,0.303758732,0.781880151,0.000204445,4720000000.0,0.477780294,0.0,0.251543679,0.201972104,0.201972104,0.201972104,0.242601872,0.329136309,0.020009982,0.115870043,0.198689463,0.022096858,0.848053745,0.689382319,0.689382319,0.217592638,718000000.0,0.000455492,0.263844402,0.381487277,0.015820855,0.015032059,0.630612252,0.002466738,0.06270218,0.93729782,0.006171197,0.369637181,0.005365848,0.115874412,0.197737727,0.3957086,0.088455772,0.001107808,0.005707528,0.000418641,0.000279904,0.020806452,0.012240941,0.400985957,0.005503622,0.813210301,0.364662734,0.366727107,0.180805778,0.015208705,0.021648838,0.043937182,0.372490625,0.277012844,0.001933719,0.641153469,0.735211408,0.327652472,0.0,0.960836423,0.002542119,0.021510425,0.00016889,0.000173993,0.59399201,0.00023094,0.671580514,0.153567333,0.641153469,0.327652472,0.110933234,0.651251245,0.46252887,0.631720959,0.315554292,0.018540782,0,0.835265759,0.000693631,0.624090836,0.619608832,0.842359642,0.276568313,0.026791157,0.565158396,1,0.061531055,0,0,38
